record_id,source,source_type,published_at,week_start,language,engagement,trend_tag,text_clean
mock_419,pinterest,social,2025-10-29T04:03:43.118395+00:00,2025-10-27,en,245,euphoria_glitter_liner,glitter liner ideas #8 euphoria makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_420,instagram,social,2025-10-28T04:03:43.118395+00:00,2025-10-27,en,101,cherry_cola_lips,dark liner lips ideas #8 cherry cola lips trend is growing. look from instagram with seasonal beauty focus.
mock_421,tiktok,social,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,360,latte_makeup,soft brown eyes ideas #8 latte makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_422,tiktok,social,2025-10-28T04:03:43.118395+00:00,2025-10-27,en,239,fox_eye_siren_eye,winged liner lift ideas #8 fox eye trend is growing. look from tiktok with seasonal beauty focus.
mock_423,pinterest,social,2025-10-24T04:03:43.118395+00:00,2025-10-20,en,59,graphic_editorial_liner,graphic liner ideas #8 negative space liner trend is growing. look from pinterest with seasonal beauty focus.
mock_424,pinterest,social,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,81,latte_makeup,warm neutrals ideas #8 soft brown eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_425,pinterest,social,2025-10-24T04:03:43.118395+00:00,2025-10-20,en,65,strawberry_girl_blush,douyin blush ideas #8 strawberry girl trend is growing. look from pinterest with seasonal beauty focus.
mock_426,tiktok,social,2025-10-25T04:03:43.118395+00:00,2025-10-20,en,215,euphoria_glitter_liner,euphoria makeup ideas #8 rhinestone eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_427,pinterest,social,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,332,glass_skin,glowy base ideas #8 glass skin trend is growing. look from pinterest with seasonal beauty focus.
mock_428,instagram,social,2025-10-28T04:03:43.118395+00:00,2025-10-27,en,230,euphoria_glitter_liner,rhinestone eyes ideas #8 rhinestone eyes trend is growing. look from instagram with seasonal beauty focus.
mock_429,pinterest,social,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,83,euphoria_glitter_liner,rhinestone eyes ideas #8 rhinestone eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_430,vogue,news,2025-10-25T04:03:43.118395+00:00,2025-10-20,en,146,euphoria_glitter_liner,glitter liner ideas #8 rhinestone eyes trend is growing. look from vogue with seasonal beauty focus.
mock_431,business_of_fashion,news,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,373,cherry_cola_lips,cherry cola lips ideas #8 90s lip combo trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_432,business_of_fashion,news,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,220,fox_eye_siren_eye,siren eyes ideas #8 winged liner lift trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_433,vogue,news,2025-10-26T04:03:43.118395+00:00,2025-10-20,en,143,clean_girl_makeup,minimal makeup ideas #8 no makeup makeup trend is growing. look from vogue with seasonal beauty focus.
mock_434,business_of_fashion,news,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,182,latte_makeup,latte makeup ideas #8 warm neutrals trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_435,tiktok,social,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,261,euphoria_glitter_liner,euphoria makeup ideas #8 euphoria makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_436,pinterest,social,2025-10-25T04:03:43.118395+00:00,2025-10-20,en,40,fox_eye_siren_eye,fox eye ideas #8 siren eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_437,business_of_fashion,news,2025-10-29T04:03:43.118395+00:00,2025-10-27,en,236,strawberry_girl_blush,douyin blush ideas #8 fruit blush trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_438,tiktok,social,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,60,cherry_cola_lips,90s lip combo ideas #8 cherry cola lips trend is growing. look from tiktok with seasonal beauty focus.
mock_439,vogue,news,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,178,clean_girl_makeup,no makeup makeup ideas #8 minimal makeup trend is growing. look from vogue with seasonal beauty focus.
mock_440,pinterest,social,2025-10-24T04:03:43.118395+00:00,2025-10-20,en,242,clean_girl_makeup,clean girl ideas #8 minimal makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_441,tiktok,social,2025-10-28T04:03:43.118395+00:00,2025-10-27,en,81,euphoria_glitter_liner,euphoria makeup ideas #8 rhinestone eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_442,instagram,social,2025-10-26T04:03:43.118395+00:00,2025-10-20,en,287,latte_makeup,soft brown eyes ideas #8 soft brown eyes trend is growing. look from instagram with seasonal beauty focus.
mock_443,tiktok,social,2025-10-24T04:03:43.118395+00:00,2025-10-20,en,395,cherry_cola_lips,cherry cola lips ideas #8 cherry cola lips trend is growing. look from tiktok with seasonal beauty focus.
mock_444,tiktok,social,2025-10-27T04:03:43.118395+00:00,2025-10-27,en,154,clean_girl_makeup,no makeup makeup ideas #8 no makeup makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_445,vogue,news,2025-10-26T04:03:43.118395+00:00,2025-10-20,en,48,latte_makeup,warm neutrals ideas #8 soft brown eyes trend is growing. look from vogue with seasonal beauty focus.
mock_446,instagram,social,2025-10-25T04:03:43.118395+00:00,2025-10-20,en,313,clean_girl_makeup,no makeup makeup ideas #8 no makeup makeup trend is growing. look from instagram with seasonal beauty focus.
mock_447,business_of_fashion,news,2025-10-23T04:03:43.118395+00:00,2025-10-20,en,26,glass_skin,glass skin ideas #8 glass skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_448,vogue,news,2025-10-24T04:03:43.118395+00:00,2025-10-20,en,38,euphoria_glitter_liner,rhinestone eyes ideas #8 rhinestone eyes trend is growing. look from vogue with seasonal beauty focus.
mock_449,instagram,social,2025-10-25T04:03:43.118395+00:00,2025-10-20,en,233,fox_eye_siren_eye,winged liner lift ideas #8 siren eyes trend is growing. look from instagram with seasonal beauty focus.
mock_450,business_of_fashion,news,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,277,clean_girl_makeup,no makeup makeup ideas #9 clean girl trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_451,business_of_fashion,news,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,55,strawberry_girl_blush,fruit blush ideas #9 fruit blush trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_452,pinterest,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,24,graphic_editorial_liner,floating liner ideas #9 graphic liner trend is growing. look from pinterest with seasonal beauty focus.
mock_453,business_of_fashion,news,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,208,graphic_editorial_liner,negative space liner ideas #9 floating liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_454,instagram,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,32,strawberry_girl_blush,strawberry girl ideas #9 douyin blush trend is growing. look from instagram with seasonal beauty focus.
mock_455,tiktok,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,397,strawberry_girl_blush,douyin blush ideas #9 fruit blush trend is growing. look from tiktok with seasonal beauty focus.
mock_456,business_of_fashion,news,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,271,strawberry_girl_blush,strawberry girl ideas #9 strawberry girl trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_457,pinterest,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,286,fox_eye_siren_eye,siren eyes ideas #9 winged liner lift trend is growing. look from pinterest with seasonal beauty focus.
mock_458,pinterest,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,278,clean_girl_makeup,clean girl ideas #9 no makeup makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_459,business_of_fashion,news,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,242,glass_skin,glowy base ideas #9 glass skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_460,tiktok,social,2025-11-05T04:03:43.118395+00:00,2025-11-03,en,221,latte_makeup,soft brown eyes ideas #9 soft brown eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_461,vogue,news,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,58,fox_eye_siren_eye,fox eye ideas #9 fox eye trend is growing. look from vogue with seasonal beauty focus.
mock_462,instagram,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,250,euphoria_glitter_liner,glitter liner ideas #9 glitter liner trend is growing. look from instagram with seasonal beauty focus.
mock_463,business_of_fashion,news,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,251,fox_eye_siren_eye,siren eyes ideas #9 siren eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_464,pinterest,social,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,380,cherry_cola_lips,90s lip combo ideas #9 90s lip combo trend is growing. look from pinterest with seasonal beauty focus.
mock_465,tiktok,social,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,384,clean_girl_makeup,clean girl ideas #9 minimal makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_466,tiktok,social,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,35,euphoria_glitter_liner,glitter liner ideas #9 glitter liner trend is growing. look from tiktok with seasonal beauty focus.
mock_467,pinterest,social,2025-11-02T04:03:43.118395+00:00,2025-10-27,en,91,clean_girl_makeup,clean girl ideas #9 clean girl trend is growing. look from pinterest with seasonal beauty focus.
mock_468,instagram,social,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,210,strawberry_girl_blush,douyin blush ideas #9 douyin blush trend is growing. look from instagram with seasonal beauty focus.
mock_469,business_of_fashion,news,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,58,cherry_cola_lips,cherry cola lips ideas #9 cherry cola lips trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_470,instagram,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,82,latte_makeup,latte makeup ideas #9 warm neutrals trend is growing. look from instagram with seasonal beauty focus.
mock_471,business_of_fashion,news,2025-11-02T04:03:43.118395+00:00,2025-10-27,en,274,strawberry_girl_blush,strawberry girl ideas #9 fruit blush trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_472,instagram,social,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,115,fox_eye_siren_eye,siren eyes ideas #9 siren eyes trend is growing. look from instagram with seasonal beauty focus.
mock_473,pinterest,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,351,fox_eye_siren_eye,siren eyes ideas #9 siren eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_474,pinterest,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,216,cherry_cola_lips,cherry cola lips ideas #9 dark liner lips trend is growing. look from pinterest with seasonal beauty focus.
mock_475,business_of_fashion,news,2025-11-05T04:03:43.118395+00:00,2025-11-03,en,215,glass_skin,glowy base ideas #9 dewy skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_476,tiktok,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,218,latte_makeup,warm neutrals ideas #9 latte makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_477,business_of_fashion,news,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,163,glass_skin,glass skin ideas #9 dewy skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_478,business_of_fashion,news,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,71,euphoria_glitter_liner,euphoria makeup ideas #9 rhinestone eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_479,business_of_fashion,news,2025-11-05T04:03:43.118395+00:00,2025-11-03,en,132,glass_skin,glowy base ideas #9 dewy skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_480,instagram,social,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,397,latte_makeup,soft brown eyes ideas #9 warm neutrals trend is growing. look from instagram with seasonal beauty focus.
mock_481,tiktok,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,308,euphoria_glitter_liner,euphoria makeup ideas #9 glitter liner trend is growing. look from tiktok with seasonal beauty focus.
mock_482,instagram,social,2025-11-02T04:03:43.118395+00:00,2025-10-27,en,66,glass_skin,glass skin ideas #9 glass skin trend is growing. look from instagram with seasonal beauty focus.
mock_483,pinterest,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,20,graphic_editorial_liner,floating liner ideas #9 negative space liner trend is growing. look from pinterest with seasonal beauty focus.
mock_484,tiktok,social,2025-11-04T04:03:43.118395+00:00,2025-11-03,en,185,euphoria_glitter_liner,euphoria makeup ideas #9 euphoria makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_485,pinterest,social,2025-11-05T04:03:43.118395+00:00,2025-11-03,en,57,latte_makeup,warm neutrals ideas #9 soft brown eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_486,business_of_fashion,news,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,174,latte_makeup,warm neutrals ideas #9 latte makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_487,vogue,news,2025-11-04T04:03:43.118395+00:00,2025-11-03,en,109,latte_makeup,soft brown eyes ideas #9 soft brown eyes trend is growing. look from vogue with seasonal beauty focus.
mock_488,instagram,social,2025-11-04T04:03:43.118395+00:00,2025-11-03,en,213,euphoria_glitter_liner,glitter liner ideas #9 rhinestone eyes trend is growing. look from instagram with seasonal beauty focus.
mock_489,instagram,social,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,379,glass_skin,glowy base ideas #9 dewy skin trend is growing. look from instagram with seasonal beauty focus.
mock_490,instagram,social,2025-11-03T04:03:43.118395+00:00,2025-11-03,en,333,latte_makeup,latte makeup ideas #9 soft brown eyes trend is growing. look from instagram with seasonal beauty focus.
mock_491,vogue,news,2025-10-31T04:03:43.118395+00:00,2025-10-27,en,59,latte_makeup,latte makeup ideas #9 warm neutrals trend is growing. look from vogue with seasonal beauty focus.
mock_492,pinterest,social,2025-11-05T04:03:43.118395+00:00,2025-11-03,en,248,latte_makeup,latte makeup ideas #9 warm neutrals trend is growing. look from pinterest with seasonal beauty focus.
mock_493,pinterest,social,2025-11-01T04:03:43.118395+00:00,2025-10-27,en,75,cherry_cola_lips,90s lip combo ideas #9 cherry cola lips trend is growing. look from pinterest with seasonal beauty focus.
mock_494,vogue,news,2025-11-04T04:03:43.118395+00:00,2025-11-03,en,105,strawberry_girl_blush,fruit blush ideas #9 fruit blush trend is growing. look from vogue with seasonal beauty focus.
mock_495,business_of_fashion,news,2025-11-02T04:03:43.118395+00:00,2025-10-27,en,265,clean_girl_makeup,no makeup makeup ideas #9 no makeup makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_496,instagram,social,2025-11-02T04:03:43.118395+00:00,2025-10-27,en,37,clean_girl_makeup,minimal makeup ideas #9 clean girl trend is growing. look from instagram with seasonal beauty focus.
mock_497,pinterest,social,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,107,latte_makeup,warm neutrals ideas #9 latte makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_498,business_of_fashion,news,2025-10-30T04:03:43.118395+00:00,2025-10-27,en,324,latte_makeup,soft brown eyes ideas #9 warm neutrals trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_499,vogue,news,2025-11-04T04:03:43.118395+00:00,2025-11-03,en,330,euphoria_glitter_liner,glitter liner ideas #9 euphoria makeup trend is growing. look from vogue with seasonal beauty focus.
mock_500,tiktok,social,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,229,fox_eye_siren_eye,winged liner lift ideas #10 winged liner lift trend is growing. look from tiktok with seasonal beauty focus.
mock_501,tiktok,social,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,69,fox_eye_siren_eye,fox eye ideas #10 siren eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_502,instagram,social,2025-11-06T04:03:43.118395+00:00,2025-11-03,en,21,latte_makeup,warm neutrals ideas #10 latte makeup trend is growing. look from instagram with seasonal beauty focus.
mock_503,instagram,social,2025-11-06T04:03:43.118395+00:00,2025-11-03,en,125,glass_skin,glass skin ideas #10 glowy base trend is growing. look from instagram with seasonal beauty focus.
mock_504,vogue,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,177,clean_girl_makeup,minimal makeup ideas #10 minimal makeup trend is growing. look from vogue with seasonal beauty focus.
mock_505,pinterest,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,114,strawberry_girl_blush,fruit blush ideas #10 fruit blush trend is growing. look from pinterest with seasonal beauty focus.
mock_506,vogue,news,2025-11-06T04:03:43.118395+00:00,2025-11-03,en,245,cherry_cola_lips,dark liner lips ideas #10 dark liner lips trend is growing. look from vogue with seasonal beauty focus.
mock_507,business_of_fashion,news,2025-11-06T04:03:43.118395+00:00,2025-11-03,en,376,euphoria_glitter_liner,rhinestone eyes ideas #10 euphoria makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_508,business_of_fashion,news,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,303,fox_eye_siren_eye,fox eye ideas #10 siren eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_509,business_of_fashion,news,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,313,graphic_editorial_liner,graphic liner ideas #10 floating liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_510,vogue,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,277,glass_skin,glowy base ideas #10 glowy base trend is growing. look from vogue with seasonal beauty focus.
mock_511,pinterest,social,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,108,graphic_editorial_liner,graphic liner ideas #10 graphic liner trend is growing. look from pinterest with seasonal beauty focus.
mock_512,pinterest,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,369,clean_girl_makeup,minimal makeup ideas #10 clean girl trend is growing. look from pinterest with seasonal beauty focus.
mock_513,business_of_fashion,news,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,392,latte_makeup,latte makeup ideas #10 latte makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_514,business_of_fashion,news,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,286,cherry_cola_lips,dark liner lips ideas #10 cherry cola lips trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_515,pinterest,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,95,euphoria_glitter_liner,rhinestone eyes ideas #10 rhinestone eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_516,pinterest,social,2025-11-10T04:03:43.118395+00:00,2025-11-10,en,166,clean_girl_makeup,no makeup makeup ideas #10 minimal makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_517,vogue,news,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,312,graphic_editorial_liner,negative space liner ideas #10 floating liner trend is growing. look from vogue with seasonal beauty focus.
mock_518,tiktok,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,336,euphoria_glitter_liner,rhinestone eyes ideas #10 rhinestone eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_519,pinterest,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,373,latte_makeup,latte makeup ideas #10 latte makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_520,tiktok,social,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,192,glass_skin,dewy skin ideas #10 dewy skin trend is growing. look from tiktok with seasonal beauty focus.
mock_521,pinterest,social,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,88,fox_eye_siren_eye,siren eyes ideas #10 winged liner lift trend is growing. look from pinterest with seasonal beauty focus.
mock_522,tiktok,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,329,strawberry_girl_blush,douyin blush ideas #10 strawberry girl trend is growing. look from tiktok with seasonal beauty focus.
mock_523,instagram,social,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,399,strawberry_girl_blush,fruit blush ideas #10 douyin blush trend is growing. look from instagram with seasonal beauty focus.
mock_524,business_of_fashion,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,53,euphoria_glitter_liner,glitter liner ideas #10 rhinestone eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_525,instagram,social,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,108,glass_skin,glass skin ideas #10 glass skin trend is growing. look from instagram with seasonal beauty focus.
mock_526,pinterest,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,204,glass_skin,glowy base ideas #10 glass skin trend is growing. look from pinterest with seasonal beauty focus.
mock_527,vogue,news,2025-11-10T04:03:43.118395+00:00,2025-11-10,en,345,strawberry_girl_blush,strawberry girl ideas #10 douyin blush trend is growing. look from vogue with seasonal beauty focus.
mock_528,tiktok,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,110,graphic_editorial_liner,floating liner ideas #10 negative space liner trend is growing. look from tiktok with seasonal beauty focus.
mock_529,tiktok,social,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,372,cherry_cola_lips,cherry cola lips ideas #10 dark liner lips trend is growing. look from tiktok with seasonal beauty focus.
mock_530,pinterest,social,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,133,fox_eye_siren_eye,winged liner lift ideas #10 fox eye trend is growing. look from pinterest with seasonal beauty focus.
mock_531,tiktok,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,282,strawberry_girl_blush,strawberry girl ideas #10 douyin blush trend is growing. look from tiktok with seasonal beauty focus.
mock_532,instagram,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,327,euphoria_glitter_liner,euphoria makeup ideas #10 euphoria makeup trend is growing. look from instagram with seasonal beauty focus.
mock_533,tiktok,social,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,198,strawberry_girl_blush,fruit blush ideas #10 fruit blush trend is growing. look from tiktok with seasonal beauty focus.
mock_534,tiktok,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,319,strawberry_girl_blush,strawberry girl ideas #10 strawberry girl trend is growing. look from tiktok with seasonal beauty focus.
mock_535,business_of_fashion,news,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,172,cherry_cola_lips,90s lip combo ideas #10 cherry cola lips trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_536,tiktok,social,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,161,latte_makeup,warm neutrals ideas #10 soft brown eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_537,instagram,social,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,49,fox_eye_siren_eye,winged liner lift ideas #10 siren eyes trend is growing. look from instagram with seasonal beauty focus.
mock_538,instagram,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,355,glass_skin,dewy skin ideas #10 dewy skin trend is growing. look from instagram with seasonal beauty focus.
mock_539,vogue,news,2025-11-09T04:03:43.118395+00:00,2025-11-03,en,318,glass_skin,glowy base ideas #10 glowy base trend is growing. look from vogue with seasonal beauty focus.
mock_540,instagram,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,363,graphic_editorial_liner,floating liner ideas #10 negative space liner trend is growing. look from instagram with seasonal beauty focus.
mock_541,business_of_fashion,news,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,69,cherry_cola_lips,dark liner lips ideas #10 cherry cola lips trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_542,business_of_fashion,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,368,euphoria_glitter_liner,glitter liner ideas #10 rhinestone eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_543,tiktok,social,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,235,cherry_cola_lips,dark liner lips ideas #10 dark liner lips trend is growing. look from tiktok with seasonal beauty focus.
mock_544,vogue,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,260,clean_girl_makeup,clean girl ideas #10 no makeup makeup trend is growing. look from vogue with seasonal beauty focus.
mock_545,vogue,news,2025-11-07T04:03:43.118395+00:00,2025-11-03,en,368,clean_girl_makeup,minimal makeup ideas #10 no makeup makeup trend is growing. look from vogue with seasonal beauty focus.
mock_546,pinterest,social,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,90,euphoria_glitter_liner,euphoria makeup ideas #10 glitter liner trend is growing. look from pinterest with seasonal beauty focus.
mock_547,instagram,social,2025-11-08T04:03:43.118395+00:00,2025-11-03,en,61,euphoria_glitter_liner,glitter liner ideas #10 glitter liner trend is growing. look from instagram with seasonal beauty focus.
mock_548,tiktok,social,2025-11-11T04:03:43.118395+00:00,2025-11-10,en,22,glass_skin,dewy skin ideas #10 dewy skin trend is growing. look from tiktok with seasonal beauty focus.
mock_549,business_of_fashion,news,2025-11-12T04:03:43.118395+00:00,2025-11-10,en,270,euphoria_glitter_liner,euphoria makeup ideas #10 euphoria makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_550,vogue,news,2025-11-16T04:03:43.118395+00:00,2025-11-10,en,264,strawberry_girl_blush,fruit blush ideas #11 strawberry girl trend is growing. look from vogue with seasonal beauty focus.
mock_551,tiktok,social,2025-11-13T04:03:43.118395+00:00,2025-11-10,en,291,latte_makeup,latte makeup ideas #11 latte makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_552,instagram,social,2025-11-14T04:03:43.118395+00:00,2025-11-10,en,179,latte_makeup,latte makeup ideas #11 latte makeup trend is growing. look from instagram with seasonal beauty focus.
mock_553,instagram,social,2025-11-13T04:03:43.118395+00:00,2025-11-10,en,172,glass_skin,dewy skin ideas #11 dewy skin trend is growing. look from instagram with seasonal beauty focus.
mock_554,vogue,news,2025-11-18T04:03:43.118395+00:00,2025-11-17,en,195,euphoria_glitter_liner,glitter liner ideas #11 glitter liner trend is growing. look from vogue with seasonal beauty focus.
mock_555,vogue,news,2025-11-13T04:03:43.118395+00:00,2025-11-10,en,134,fox_eye_siren_eye,winged liner lift ideas #11 fox eye trend is growing. look from vogue with seasonal beauty focus.
mock_556,business_of_fashion,news,2025-11-17T04:03:43.118395+00:00,2025-11-17,en,83,euphoria_glitter_liner,glitter liner ideas #11 rhinestone eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_557,vogue,news,2025-11-18T04:03:43.118395+00:00,2025-11-17,en,293,cherry_cola_lips,90s lip combo ideas #11 cherry cola lips trend is growing. look from vogue with seasonal beauty focus.
mock_558,pinterest,social,2025-11-18T04:03:43.118395+00:00,2025-11-17,en,44,glass_skin,glowy base ideas #11 glass skin trend is growing. look from pinterest with seasonal beauty focus.
mock_559,vogue,news,2025-11-13T04:03:43.118395+00:00,2025-11-10,en,262,cherry_cola_lips,90s lip combo ideas #11 cherry cola lips trend is growing. look from vogue with seasonal beauty focus.
mock_560,tiktok,social,2025-11-16T04:03:43.118395+00:00,2025-11-10,en,359,clean_girl_makeup,no makeup makeup ideas #11 minimal makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_561,vogue,news,2025-11-19T04:03:43.118395+00:00,2025-11-17,en,281,clean_girl_makeup,no makeup makeup ideas #11 no makeup makeup trend is growing. look from vogue with seasonal beauty focus.
mock_562,pinterest,social,2025-11-19T04:03:43.118395+00:00,2025-11-17,en,274,clean_girl_makeup,clean girl ideas #11 no makeup makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_563,business_of_fashion,news,2025-11-14T04:03:43.118395+00:00,2025-11-10,en,380,latte_makeup,warm neutrals ideas #11 warm neutrals trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_564,business_of_fashion,news,2025-11-16T04:03:43.118395+00:00,2025-11-10,en,372,fox_eye_siren_eye,siren eyes ideas #11 siren eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_565,pinterest,social,2025-11-18T04:03:43.118395+00:00,2025-11-17,en,76,clean_girl_makeup,no makeup makeup ideas #11 no makeup makeup trend is growing. look from pinterest with seasonal beauty focus.
